    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
 -154+    0i,    22+    0i,   -66+    0i,   110+    0i,  -110+    0i,    66+    0i,   -22+    0i,   154+    0i
 -154+    0i,  -110+    0i,   -66+    0i,   -22+    0i,    22+    0i,    66+    0i,   110+    0i,   154+    0i
 -264+    0i,   -44+    0i,   -88+    0i,   -44+    0i,    88+    0i,   -44+    0i,   264+    0i,   -44+    0i
 -264+    0i,   -88+    0i,   -44+    0i,   -44+    0i,    88+    0i,   264+    0i,   -44+    0i,   -44+    0i
 -264+    0i,   -44+    0i,   -88+    0i,   -44+    0i,    88+    0i,   -44+    0i,   264+    0i,   -44+    0i
 -308+    0i,  -220+    0i,   -88+   44i,   -88+  -44i,    44+    0i,   132+    0i,   264+   44i,   264+  -44i
 -308+    0i,   -88+   44i,    44+    0i,   264+   44i,  -220+    0i,   -88+  -44i,   132+    0i,   264+  -44i
 -308+    0i,    44+    0i,  -220+    0i,   132+    0i,   -88+   44i,   264+   44i,   -88+  -44i,   264+  -44i
 -264+    0i,  -352+    0i,  -127+  -94i,  -314+   93i,   220+ -176i,  -396+  264i,  -306+ -200i,   129+  111i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
    0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i,     0+    0i
